Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountDeclMethodStrictPrivate,CountDeclMethodStrictPublished,CountDeclModule,CountDeclProperty,CountDeclSubprogram,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLineInactive,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential
File,"Apache_Hadoop_YARN_Server_Common_3.2.4.xml",0,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,1412,0,0,0,28,0,0,0,1360,0,0,,,24,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,"0.0176471",0,0,0,0,0
File,"Apache_Hadoop_YARN_Server_Common_3.3.3.xml",0,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,1456,0,0,0,30,0,0,0,1402,0,0,,,24,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,"0.0171184",0,0,0,0,0
File,"Apache_Hadoop_YARN_Server_Common_3.3.4.xml",0,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,1456,0,0,0,30,0,0,0,1402,0,0,,,24,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,"0.0171184",0,0,0,0,0
File,"ApplicationAccessType.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,2,,0,2,2,,,,2,,0,0,0,2,,,,,,,42,,,,4,,,,9,,,8,0,29,,,,,,,,4,4,4,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"3.22222",0,0,0,0,0
File,"ApplicationAttemptEntity.java",1,1,1,1,1,5,0,5,0,,,,,1,0,0,2,,2,2,0,,,,2,,0,0,0,2,,,,,,,41,,,,3,,,,18,,,8,6,20,,,,,,,,6,10,6,,,4,,,,,,,,,2,2,2,2,1,,,1,,,,"1.11111",3,3,3,3,2
File,"ApplicationAttemptId.java",2,2,2,2,1,14,0,14,0,,,,,1,2,4,6,,11,9,0,,,,11,,0,0,3,8,,,,,,,171,,,,17,,,,120,,,65,65,34,,,,,,,,58,75,39,,,49,,,,,,,,,6,6,6,6,6,,,2,,,,"0.283333",16,16,16,16,11
File,"ApplicationAttemptNotFoundException.java",1,1,1,1,1,3,0,3,0,,,,,1,0,1,3,,3,3,0,,,,3,,0,0,0,3,,,,,,,51,,,,7,,,,20,,,13,4,24,,,,,,,,10,14,11,,,3,,,,,,,,,1,1,1,1,1,,,0,,,,"1.2",3,3,3,3,3
File,"ApplicationAttemptReport.java",1,1,1,1,1,14,0,14,0,,,,,1,2,0,2,,22,20,0,,,,22,,0,0,0,22,,,,,,,206,,,,25,,,,99,,,83,14,82,,,,,,,,38,41,29,,,13,,,,,,,,,1,1,1,1,1,,,0,,,,"0.828283",2,2,2,2,2
File,"ApplicationBaseProtocol.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,9,9,0,,,,9,,0,0,0,9,,,,,,,335,,,,14,,,,84,,,83,0,237,,,,,,,,42,43,43,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"2.82143",0,0,0,0,0
File,"ApplicationClientProtocol.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,26,26,0,,,,26,,9,0,0,17,,,,,,,700,,,,29,,,,203,,,202,0,468,,,,,,,,96,97,97,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"2.30542",0,0,0,0,0
File,"ApplicationConstants.java",0,0,0,0,0,4,0,2,1,,,,,3,0,0,9,,5,9,42,,,,9,,1,0,0,8,,,,,,,338,,,,48,,,,91,,,74,21,199,,,,,,,,28,36,29,,,7,,,,,,,,,2,2,2,2,1,,,1,,,,"2.18681",6,6,6,6,5
File,"ApplicationEntity.java",1,1,1,1,1,7,0,5,1,,,,,1,2,1,6,,6,4,0,,,,6,,0,0,0,6,,,,,,,80,,,,8,,,,41,,,15,16,31,,,,,,,,12,24,12,,,12,,,,,,,,,4,4,4,4,4,,,3,,,,"0.756098",11,11,11,11,9
File,"ApplicationHistoryProtocol.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,0,0,0,,,,0,,0,0,0,0,,,,,,,33,,,,3,,,,7,,,6,0,23,,,,,,,,3,4,4,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"3.28571",0,0,0,0,0
File,"ApplicationId.java",2,2,2,2,1,12,0,12,0,,,,,1,2,3,6,,11,9,0,,,,11,,0,0,3,8,,,,,,,159,,,,16,,,,105,,,53,55,38,,,,,,,,48,64,33,,,39,,,,,,,,,6,6,6,6,6,,,2,,,,"0.361905",17,17,17,17,11
File,"ApplicationIdNotProvidedException.java",1,1,1,1,1,3,0,3,0,,,,,1,0,1,3,,3,3,0,,,,3,,0,0,0,3,,,,,,,47,,,,7,,,,19,,,12,4,21,,,,,,,,9,13,10,,,3,,,,,,,,,1,1,1,1,1,,,0,,,,"1.10526",3,3,3,3,3
File,"ApplicationInitializationContext.java",1,1,1,1,1,8,0,4,4,,,,,1,0,0,4,,4,4,3,,,,4,,0,0,0,4,,,,,,,81,,,,9,,,,34,,,23,6,38,,,,,,,,19,24,18,,,6,,,,,,,,,1,1,1,1,1,,,0,,,,"1.11765",4,4,4,4,4
File,"ApplicationMasterNotRegisteredException.java",1,1,1,1,1,2,0,2,0,,,,,1,0,1,3,,3,3,0,,,,3,,0,0,0,3,,,,,,,47,,,,8,,,,13,,,10,4,26,,,,,,,,8,12,9,,,3,,,,,,,,,1,1,1,1,1,,,0,,,,2,3,3,3,3,3
File,"ApplicationMasterProtocol.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,3,3,0,,,,3,,0,0,0,3,,,,,,,177,,,,7,,,,40,,,39,0,130,,,,,,,,22,23,23,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"3.25",0,0,0,0,0
File,"ApplicationMasterServiceContext.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,0,0,0,,,,0,,0,0,0,0,,,,,,,29,,,,3,,,,3,,,2,0,23,,,,,,,,1,2,2,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"7.66667",0,0,0,0,0
File,"ApplicationMasterServiceProcessor.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,4,4,0,,,,4,,4,0,0,0,,,,,,,83,,,,8,,,,26,,,25,0,49,,,,,,,,14,15,15,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"1.88462",0,0,0,0,0
File,"ApplicationMasterServiceUtils.java",2,2,3,3,1,13,0,8,4,,,,,1,4,0,5,,5,1,0,,,,5,,0,1,0,4,,,,,,,105,,,,9,,,,55,,,22,22,41,,,,,,,,19,33,17,,,17,,,,,,,,,4,4,6,6,1,,,2,,,,"0.745455",12,12,17,17,5
File,"ApplicationNotFoundException.java",1,1,1,1,1,3,0,3,0,,,,,1,0,1,3,,3,3,0,,,,3,,0,0,0,3,,,,,,,49,,,,7,,,,19,,,12,4,23,,,,,,,,8,12,9,,,3,,,,,,,,,1,1,1,1,1,,,0,,,,"1.21053",3,3,3,3,3
File,"ApplicationReport.java",1,1,1,1,1,23,0,23,0,,,,,1,5,0,5,,63,58,0,,,,63,,0,0,0,63,,,,,,,555,,,,69,,,,301,,,245,53,185,,,,,,,,106,112,76,,,39,,,,,,,,,1,1,1,1,1,,,0,,,,"0.614618",5,5,5,5,5
File,"ApplicationResourceUsageReport.java",1,1,1,1,1,20,0,20,0,,,,,1,1,0,1,,27,26,0,,,,27,,0,0,0,27,,,,,,,275,,,,33,,,,111,,,99,11,131,,,,,,,,44,46,36,,,11,,,,,,,,,1,1,1,1,1,,,0,,,,"1.18018",1,1,1,1,1
File,"ApplicationSubmissionContext.java",1,1,1,1,1,17,0,16,0,,,,,1,7,0,7,,47,40,0,,,,47,,0,0,0,47,,,,,,,622,,,,51,,,,264,,,207,54,307,,,,,,,,99,107,69,,,43,,,,,,,,,1,1,1,1,1,,,0,,,,"1.16288",7,7,7,7,7
File,"ApplicationTerminationContext.java",1,1,1,1,1,6,0,4,2,,,,,1,0,0,2,,2,2,1,,,,2,,0,0,0,2,,,,,,,52,,,,6,,,,19,,,14,2,27,,,,,,,,9,12,10,,,2,,,,,,,,,1,1,1,1,1,,,0,,,,"1.42105",2,2,2,2,2
File,"ApplicationTimeout.java",1,1,1,1,1,10,0,10,0,,,,,1,1,0,1,,7,6,0,,,,7,,0,0,0,7,,,,,,,109,,,,10,,,,36,,,30,5,63,,,,,,,,15,17,13,,,5,,,,,,,,,1,1,1,1,1,,,0,,,,"1.75",1,1,1,1,1
File,"ApplicationTimeoutType.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,2,,0,2,1,,,,2,,0,0,0,2,,,,,,,41,,,,4,,,,8,,,7,0,29,,,,,,,,4,4,4,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"3.625",0,0,0,0,0
File,"ApplicationsRequestScope.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,2,,0,2,3,,,,2,,0,0,0,2,,,,,,,38,,,,5,,,,10,,,9,0,23,,,,,,,,3,4,4,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"2.3",0,0,0,0,0
File,"AttributeMappingOperationType.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,2,,0,2,3,,,,2,,0,0,0,2,,,,,,,42,,,,5,,,,10,,,9,0,27,,,,,,,,3,4,4,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"2.7",0,0,0,0,0
File,"AuxiliaryLocalPathHandler.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,4,4,0,,,,4,,4,0,0,0,,,,,,,66,,,,6,,,,13,,,12,0,47,,,,,,,,9,10,10,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"3.61538",0,0,0,0,0
File,"AuxiliaryService.java",1,1,1,1,1,8,0,3,5,,,,,1,0,0,7,,10,10,2,,,,10,,0,0,2,8,,,,,,,147,,,,15,,,,42,,,29,6,90,,,,,,,,20,28,23,,,5,,,,,,,,,1,1,1,1,1,,,0,,,,"2.14286",7,7,7,7,7
File,"CancelDelegationTokenRequest.java",1,1,1,1,1,8,0,8,0,,,,,1,1,0,1,,3,2,0,,,,3,,0,0,0,3,,,,,,,54,,,,6,,,,23,,,19,3,25,,,,,,,,10,12,10,,,3,,,,,,,,,1,1,1,1,1,,,0,,,,"1.08696",1,1,1,1,1
File,"CancelDelegationTokenResponse.java",1,1,1,1,1,7,0,7,0,,,,,1,1,0,1,,1,0,0,,,,1,,0,0,0,1,,,,,,,39,,,,3,,,,15,,,12,2,21,,,,,,,,6,8,7,,,2,,,,,,,,,1,1,1,1,1,,,0,,,,"1.4",1,1,1,1,1
File,"CheckForDecommissioningNodesRequest.java",1,1,1,1,1,7,0,7,0,,,,,1,1,0,1,,1,0,0,,,,1,,0,0,0,1,,,,,,,35,,,,3,,,,15,,,12,3,17,,,,,,,,6,8,7,,,2,,,,,,,,,1,1,1,1,1,,,0,,,,"1.13333",1,1,1,1,1
File,"CheckForDecommissioningNodesResponse.java",1,1,1,1,1,9,0,9,0,,,,,1,1,0,1,,3,2,0,,,,3,,0,0,0,3,,,,,,,44,,,,6,,,,21,,,17,4,17,,,,,,,,11,13,11,,,3,,,,,,,,,1,1,1,1,1,,,0,,,,"0.809524",1,1,1,1,1
File,"ClientSCMProtocol.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,2,2,0,,,,2,,0,0,0,2,,,,,,,90,,,,6,,,,18,,,17,0,66,,,,,,,,12,13,13,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"3.66667",0,0,0,0,0
File,"ClientSCMProtocolPB.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,0,0,0,,,,0,,0,0,0,0,,,,,,,28,,,,3,,,,8,,,7,0,17,,,,,,,,3,4,4,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"2.125",0,0,0,0,0
File,"ClusterEntity.java",1,1,1,1,1,5,0,5,0,,,,,1,0,0,2,,2,2,0,,,,2,,0,0,0,2,,,,,,,40,,,,3,,,,17,,,8,5,20,,,,,,,,6,10,6,,,4,,,,,,,,,2,2,2,2,1,,,1,,,,"1.17647",3,3,3,3,2
File,"CollectorInfo.java",1,1,1,1,1,5,0,5,0,,,,,1,2,1,2,,6,4,0,,,,6,,0,0,0,6,,,,,,,59,,,,10,,,,23,,,16,6,26,,,,,,,,14,17,13,,,5,,,,,,,,,1,1,1,1,1,,,0,,,,"1.13043",2,2,2,2,2
File,"CommitResponse.java",1,1,1,1,1,9,0,5,4,,,,,1,1,0,1,,1,0,0,,,,1,,0,0,0,1,,,,,,,42,,,,4,,,,14,,,11,1,24,,,,,,,,6,8,7,,,1,,,,,,,,,1,1,1,1,1,,,0,,,,"1.71429",1,1,1,1,1
File,"ConfigurationException.java",1,1,1,1,1,3,0,3,0,,,,,1,0,1,3,,3,3,0,,,,3,,0,0,0,3,,,,,,,45,,,,7,,,,17,,,10,4,21,,,,,,,,7,11,8,,,3,,,,,,,,,1,1,1,1,1,,,0,,,,"1.23529",3,3,3,3,3
File,"ConfigurationProvider.java",1,1,1,1,1,5,0,3,2,,,,,1,0,0,2,,5,5,0,,,,5,,0,0,0,5,,,,,,,71,,,,9,,,,23,,,18,2,39,,,,,,,,12,15,13,,,2,,,,,,,,,1,1,1,1,1,,,0,,,,"1.69565",2,2,2,2,2
File,"ConfigurationProviderFactory.java",2,2,2,2,1,29,0,20,9,,,,,1,1,0,1,,1,0,0,,,,1,,0,0,0,1,,,,,,,59,,,,3,,,,30,,,15,13,26,,,,,,,,11,14,10,,,5,,,,,,,,,2,2,2,2,1,,,1,,,,"0.866667",2,2,2,2,1
File,"Container.java",1,1,1,1,1,11,0,6,5,,,,,1,2,0,8,,24,22,0,,,,24,,0,0,0,24,,,,,,,289,,,,29,,,,118,,,94,16,142,,,,,,,,44,53,39,,,15,,,,,,,,,1,1,1,1,1,,,0,,,,"1.20339",8,8,8,8,8
File,"ContainerContext.java",1,1,1,1,1,8,0,4,3,,,,,1,0,0,8,,8,8,5,,,,8,,0,0,0,8,,,,,,,116,,,,11,,,,56,,,34,13,49,,,,,,,,25,34,22,,,12,,,,,,,,,1,1,1,1,1,,,0,,,,"0.875",8,8,8,8,8
File,"ContainerEntity.java",1,1,1,1,1,5,0,5,0,,,,,1,0,0,2,,2,2,0,,,,2,,0,0,0,2,,,,,,,41,,,,3,,,,18,,,8,6,20,,,,,,,,6,10,6,,,4,,,,,,,,,2,2,2,2,1,,,1,,,,"1.11111",3,3,3,3,2
File,"ContainerExitStatus.java",0,0,0,0,0,0,0,0,0,,,,,1,0,12,0,,0,0,0,,,,0,,0,0,0,0,,,,,,,86,,,,14,,,,19,,,18,12,53,,,,,,,,15,16,16,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"2.78947",0,0,0,0,0
File,"ContainerId.java",3,3,3,3,1,20,0,18,1,,,,,1,3,7,7,,13,10,0,,,,13,,0,0,3,10,,,,,,,247,,,,23,,,,164,,,83,99,60,,,,,,,,81,103,51,,,72,,,,,,,,,8,8,8,8,6,,,3,,,,"0.365854",21,21,21,21,12
File,"ContainerInitializationContext.java",1,1,1,1,1,6,0,6,0,,,,,1,0,0,2,,2,2,0,,,,2,,0,0,0,2,,,,,,,51,,,,6,,,,23,,,18,2,22,,,,,,,,9,12,10,,,2,,,,,,,,,1,1,1,1,1,,,0,,,,"0.956522",2,2,2,2,2
File,"ContainerLaunchContext.java",1,1,1,1,1,14,0,14,0,,,,,1,2,0,2,,18,16,0,,,,18,,0,0,0,18,,,,,,,247,,,,22,,,,93,,,80,11,132,,,,,,,,37,40,31,,,10,,,,,,,,,1,1,1,1,1,,,0,,,,"1.41935",2,2,2,2,2
File,"ContainerLogAggregationPolicy.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,2,2,0,,,,2,,2,0,0,0,,,,,,,54,,,,6,,,,9,,,8,0,39,,,,,,,,5,6,6,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"4.33333",0,0,0,0,0
File,"ContainerLogContext.java",1,1,1,1,1,8,0,4,3,,,,,1,0,0,4,,4,4,3,,,,4,,0,0,0,4,,,,,,,71,,,,8,,,,28,,,17,6,35,,,,,,,,13,18,12,,,6,,,,,,,,,1,1,1,1,1,,,0,,,,"1.25",4,4,4,4,4
File,"ContainerManagementProtocol.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,12,12,0,,,,12,,12,0,0,0,,,,,,,310,,,,16,,,,86,,,85,0,208,,,,,,,,44,45,45,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"2.4186",0,0,0,0,0
File,"ContainerNotFoundException.java",1,1,1,1,1,3,0,3,0,,,,,1,0,1,3,,3,3,0,,,,3,,0,0,0,3,,,,,,,47,,,,7,,,,18,,,11,4,22,,,,,,,,8,12,9,,,3,,,,,,,,,1,1,1,1,1,,,0,,,,"1.22222",3,3,3,3,3
File,"ContainerReport.java",1,1,1,1,1,17,0,16,0,,,,,1,2,0,2,,28,26,0,,,,28,,0,0,0,28,,,,,,,256,,,,33,,,,123,,,104,17,100,,,,,,,,48,51,37,,,15,,,,,,,,,1,1,1,1,1,,,0,,,,"0.813008",2,2,2,2,2
File,"ContainerRetryContext.java",1,1,1,1,1,10,0,10,0,,,,,1,2,3,2,,12,10,0,,,,12,,0,0,0,12,,,,,,,103,,,,7,,,,46,,,36,11,50,,,,,,,,27,30,23,,,9,,,,,,,,,1,1,1,1,1,,,0,,,,"1.08696",2,2,2,2,2
File,"ContainerRetryPolicy.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,2,,0,2,3,,,,2,,0,0,0,2,,,,,,,35,,,,2,,,,10,,,9,0,23,,,,,,,,3,4,4,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"2.3",0,0,0,0,0
File,"ContainerState.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,2,,0,2,3,,,,2,,0,0,0,2,,,,,,,38,,,,5,,,,10,,,9,0,23,,,,,,,,3,4,4,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"2.3",0,0,0,0,0
File,"ContainerStatus.java",1,1,1,1,1,8,0,6,2,,,,,1,2,0,14,,22,20,0,,,,22,,0,0,0,22,,,,,,,244,,,,26,,,,128,,,81,33,90,,,,,,,,36,51,32,,,20,,,,,,,,,1,1,1,1,1,,,0,,,,"0.703125",14,14,14,14,14
File,"ContainerSubState.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,2,,0,2,5,,,,2,,0,0,0,2,,,,,,,57,,,,6,,,,12,,,11,0,39,,,,,,,,3,4,4,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"3.25",0,0,0,0,0
File,"ContainerTerminationContext.java",1,1,1,1,1,6,0,6,0,,,,,1,0,0,2,,2,2,0,,,,2,,0,0,0,2,,,,,,,51,,,,6,,,,23,,,18,2,22,,,,,,,,9,12,10,,,2,,,,,,,,,1,1,1,1,1,,,0,,,,"0.956522",2,2,2,2,2
File,"ContainerType.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,2,,0,2,2,,,,2,,0,0,0,2,,,,,,,33,,,,2,,,,4,,,3,0,27,,,,,,,,1,2,2,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"6.75",0,0,0,0,0
File,"ContainerUpdateRequest.java",1,1,1,1,1,9,0,9,0,,,,,1,1,0,1,,3,2,0,,,,3,,0,0,0,3,,,,,,,77,,,,7,,,,28,,,24,3,42,,,,,,,,13,15,13,,,3,,,,,,,,,1,1,1,1,1,,,0,,,,"1.5",1,1,1,1,1
File,"ContainerUpdateResponse.java",1,1,1,1,1,10,0,10,0,,,,,1,1,0,1,,5,4,0,,,,5,,0,0,0,5,,,,,,,95,,,,9,,,,38,,,32,5,48,,,,,,,,18,20,17,,,4,,,,,,,,,1,1,1,1,1,,,0,,,,"1.26316",1,1,1,1,1
File,"ContainerUpdateType.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,2,,0,2,4,,,,2,,0,0,0,2,,,,,,,50,,,,7,,,,11,,,10,0,32,,,,,,,,3,4,4,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"2.90909",0,0,0,0,0
File,"CsiAdaptorPB.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,0,0,0,,,,0,,0,0,0,0,,,,,,,31,,,,2,,,,9,,,8,0,20,,,,,,,,3,4,4,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"2.22222",0,0,0,0,0
File,"CsiAdaptorPlugin.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,2,2,0,,,,2,,2,0,0,0,,,,,,,50,,,,4,,,,7,,,6,0,39,,,,,,,,5,6,6,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"5.57143",0,0,0,0,0
File,"CsiAdaptorProtocol.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,4,4,0,,,,4,,4,0,0,0,,,,,,,83,,,,7,,,,22,,,21,0,54,,,,,,,,15,16,16,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"2.45455",0,0,0,0,0
File,"CsiConfigUtils.java",1,1,1,1,1,11,0,8,2,,,,,1,3,0,4,,4,1,0,,,,4,,0,1,0,3,,,,,,,79,,,,7,,,,42,,,22,21,30,,,,,,,,17,25,16,,,11,,,,,,,,,3,3,3,3,1,,,2,,,,"0.714286",7,7,7,7,4
File,"DecommissionType.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,2,,0,2,3,,,,2,,0,0,0,2,,,,,,,35,,,,3,,,,6,,,5,0,26,,,,,,,,1,2,2,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"4.33333",0,0,0,0,0
File,"EnhancedHeadroom.java",1,1,1,1,1,8,0,8,0,,,,,1,1,0,2,,6,5,0,,,,6,,0,0,0,6,,,,,,,72,,,,8,,,,24,,,14,9,40,,,,,,,,15,18,11,,,9,,,,,,,,,1,1,1,1,1,,,0,,,,"1.66667",2,2,2,2,2
File,"ExecutionType.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,2,,0,2,2,,,,2,,0,0,0,2,,,,,,,43,,,,3,,,,8,,,7,0,32,,,,,,,,3,4,4,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,4,0,0,0,0,0
File,"ExecutionTypeRequest.java",2,2,2,2,2,10,0,10,0,,,,,1,3,0,5,,9,6,0,,,,9,,0,0,0,9,,,,,,,131,,,,13,,,,71,,,39,29,47,,,,,,,,30,42,22,,,25,,,,,,,,,7,7,7,7,7,,,2,,,,"0.661972",13,13,13,13,11
File,"FailApplicationAttemptRequest.java",1,1,1,1,1,9,0,9,0,,,,,1,1,0,1,,3,2,0,,,,3,,0,0,0,3,,,,,,,62,,,,6,,,,26,,,22,3,30,,,,,,,,11,13,11,,,3,,,,,,,,,1,1,1,1,1,,,0,,,,"1.15385",1,1,1,1,1
File,"FailApplicationAttemptResponse.java",1,1,1,1,1,7,0,7,0,,,,,1,1,0,1,,1,0,0,,,,1,,0,0,0,1,,,,,,,46,,,,3,,,,18,,,15,2,25,,,,,,,,9,11,10,,,2,,,,,,,,,1,1,1,1,1,,,0,,,,"1.38889",1,1,1,1,1
File,"FederationStateStoreDatabase.sql",0,0,0,0,,0,0,0,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,0,,21,,,,2,,,,1,,,0,0,18,,,,0,,,,,0,0,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,18,0,0,0,0,0
File,"FederationStateStoreDatabase.sql",0,0,0,0,,0,0,0,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,0,,26,,,,3,,,,5,,,0,0,18,,,,0,,,,,0,0,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"3.6",0,0,0,0,0
File,"FederationStateStoreStoredProcs.sql",0,0,0,0,,0,0,0,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,0,,293,,,,29,,,,146,,,0,0,122,,,,0,,,,,0,0,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"0.835616",0,0,0,0,0
File,"FederationStateStoreStoredProcs.sql",0,0,0,0,,0,0,0,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,0,,971,,,,198,,,,719,,,0,0,129,,,,0,,,,,0,0,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"0.179416",0,0,0,0,0
File,"FederationStateStoreTables.sql",0,0,0,0,,0,0,0,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,0,,76,,,,9,,,,49,,,0,0,18,,,,0,,,,,0,0,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"0.367347",0,0,0,0,0
File,"FederationStateStoreTables.sql",0,0,0,0,,0,0,0,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,0,,312,,,,68,,,,227,,,0,0,17,,,,0,,,,,0,0,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"0.0748899",0,0,0,0,0
File,"FederationStateStoreUser.sql",0,0,0,0,,0,0,0,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,0,,25,,,,4,,,,3,,,0,0,18,,,,0,,,,,0,0,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,6,0,0,0,0,0
File,"FederationStateStoreUser.sql",0,0,0,0,,0,0,0,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,0,,31,,,,5,,,,8,,,0,0,18,,,,0,,,,,0,0,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"2.25",0,0,0,0,0
File,"FinalApplicationStatus.java",0,0,0,0,0,0,0,0,0,,,,,1,0,0,2,,0,2,5,,,,2,,0,0,0,2,,,,,,,45,,,,8,,,,12,,,11,0,25,,,,,,,,3,4,4,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,"2.08333",0,0,0,0,0
File,"FinishApplicationMasterRequest.java",1,1,1,1,1,11,0,11,0,,,,,1,1,0,1,,7,6,0,,,,7,,0,0,0,7,,,,,,,123,,,,11,,,,39,,,33,5,73,,,,,,,,17,19,15,,,5,,,,,,,,,1,1,1,1,1,,,0,,,,"1.87179",1,1,1,1,1
